Taxonomy,36_1,37_1,41_1,49_1,38_1,28_1,4_1,15_1,13_1
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;[Anaerorhabdus],0,0,0,0,0,1,0,2,0
Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;uncultured,0,0,0,0,0,1,0,8,0
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus,0,0,0,0,0,4,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Allisonella;uncultured,0,0,0,0,0,1,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerovibrio;uncultured,0,0,0,0,0,1,0,0,0
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;unidentified,0,0,0,0,0,1,0,0,0
Patescibacteria;Gracilibacteria;Absconditabacteriales,0,0,0,0,0,1,0,0,0
Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Candidatus,0,0,0,0,0,1,0,1,0
Proteobacteria;Alphaproteobacteria;Holosporales;Holosporaceae;uncultured;Alphaproteobacteria,0,0,0,0,0,1,0,0,0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylosinus;Methylosinus,0,0,0,0,0,2,0,0,0
Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Kiloniellaceae;uncultured;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Deltaproteobacteria;Bradymonadales;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfofustis;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea;uncultured,0,0,0,0,0,5,0,5,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;[Desulfobacterium],0,0,0,0,0,1,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;metagenome,0,0,0,0,0,6,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;GKS98,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Massilia;Sporocytophaga,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Neisseriaceae;Kingella;uncultured,0,0,0,0,0,2,0,0,0
Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7,0,0,0,0,0,1,1,0,0
Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium;uncultured,0,0,0,0,0,2,0,0,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Candidatus,0,0,0,0,0,3,0,0,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;Citrobacter,0,0,0,0,0,9,0,2,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Salmonella,0,0,0,0,0,2,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;unidentified,0,0,0,0,0,1,0,19,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kosakonia;Kosakonia,0,0,0,0,0,6,0,0,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pectobacterium;Pectobacterium,0,0,0,0,0,27,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;Providencia,0,0,0,0,0,13,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;uncultured,0,0,0,0,0,1,0,3,0
Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;uncultured;metagenome,0,0,0,0,0,3,0,0,0
Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;uncultured;uncultured,0,0,0,0,0,2,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;Actinobacillus,0,0,0,0,0,1,0,1,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;[Actinobacillus],0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Avibacterium;Avibacterium,0,0,0,0,0,7,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Streptococcus,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus],0,0,0,0,0,3,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;Mannheimia,0,0,0,0,0,13,0,1,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Otariodibacter;Otariodibacter,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Bisgaard,0,0,0,0,0,2,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Pasteurella,0,0,0,0,0,5,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;Necropsobacter,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;Rodentibacter,0,0,0,0,0,5,0,0,0
Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;uncultured;uncultured,0,0,0,0,0,2,0,0,0
Proteobacteria;Gammaproteobacteria;SAR86,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured,0,0,0,0,0,1,0,0,0
Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio,0,0,0,0,0,7,0,0,0
Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;uncultured,0,0,0,0,0,1,0,0,0
Synergistetes;Synergistia;Synergistales;Synergistaceae;Synergistes;uncultured,0,0,0,0,0,1,0,0,0
Zixibacteria;uncultured,0,0,0,0,0,1,0,0,0
Actinobacteria;Acidimicrobiia;IMCC26256;uncultured,0,0,0,0,0,0,1,0,0
Actinobacteria;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;uncultured,0,0,0,0,0,0,3,0,0
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;uncultured,0,0,0,0,0,0,1,0,0
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Paraeggerthella;Eggerthellaceae,0,0,0,0,0,0,1,0,0
Actinobacteria;Corynebacteriales;Corynebacteriaceae;Lawsonella;Lawsonella,0,0,0,0,0,0,1,0,0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Blattella,0,0,0,0,0,0,2,0,0
Bacteroidetes;Bacteroidia;Bacteroidales;Paludibacteraceae;Microbacter;uncultured,0,0,0,0,0,0,1,0,0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;uncultured,0,0,0,0,0,0,1,1,1
Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;Draconibacterium,0,0,0,0,0,0,38,0,0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Tidjanibacter,0,0,0,0,0,0,41,1,0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Mucinivorans;Mucinivorans,0,0,0,0,0,0,3,9,1
Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;Fabibacter,0,0,0,0,0,0,2,0,0
Bacteroidetes;Bacteroidia;Cytophagales;Microscillaceae;Microscilla;marine,0,0,0,0,0,0,1,0,0
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;uncultured,0,0,0,0,0,0,2,0,0
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gillisia;Gillisia,0,0,0,0,0,0,1,0,0
Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter;uncultured,0,0,0,0,0,0,1,0,0
Bacteroidetes;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter,0,0,0,0,0,0,1,0,0
Cloacimonetes;Cloacimonadia;Cloacimonadales;MSBL8;uncultured,0,0,0,0,0,0,1,1,0
Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Acidibacillus;Acidibacillus,0,0,0,0,0,0,2,1,0
Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;uncultured,0,0,0,0,0,0,1,2,0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Rummeliibacillus;Rummeliibacillus,0,0,0,0,0,0,1,0,0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus,0,0,0,0,0,0,1,2,0
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;metagenome,0,0,0,0,0,0,30,0,0
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Catabacter;uncultured,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;Clostridium,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GCA-900066755;uncultured,0,0,0,0,0,0,1,0,1
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hungatella;Hungatella,0,0,0,0,0,0,1,0,1
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;metagenome,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;Murimonas,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;unidentified,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;XBB1006;uncultured,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;Clostridia,0,0,0,0,0,0,1,0,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;Ruminococcaceae,0,0,0,0,0,0,1,0,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;Coprobacillus,0,0,0,0,0,0,4,0,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;uncultured,0,0,0,0,0,0,2,0,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;metagenome,0,0,0,0,0,0,1,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfocapsa;uncultured,0,0,0,0,0,0,1,0,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Hydrogenophilaceae;uncultured;uncultured,0,0,0,0,0,0,1,0,0
Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;uncultured,0,0,0,0,0,0,1,0,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella;Buttiauxella,0,0,0,0,0,0,1,0,0
Verrucomicrobiaceae;Prosthecobacter;Cenchrus,0,0,0,0,0,0,2,0,0
Verrucomicrobiales;Rubritaleaceae;Rubritalea;uncultured,0,0,0,0,0,0,2,0,0
AB008900.1.913,0,0,0,0,0,0,0,1,0
AB906254.1.1265,0,0,0,0,0,0,0,1,0
Acidobacteria;Subgroup,0,0,0,0,0,0,0,1,0
Acidobacteriaceae,0,0,0,0,0,0,0,1,0
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella;Gardnerella,0,0,0,0,0,0,0,1,0
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;Enterorhabdus,0,0,0,0,0,0,0,2,1
Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;uncultured,0,0,0,0,0,0,0,2,0
Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium,0,0,0,0,0,0,0,1,1
Actinobacteria;Micrococcales;Micrococcaceae;Glutamicibacter;uncultured,0,0,0,0,0,0,0,1,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;metagenome,0,0,0,0,0,0,0,1,0
Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;metagenome,0,0,0,0,0,0,0,4,0
Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Marinilabilia;Marinilabilia,0,0,0,0,0,0,0,1,0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;BCf9-17,0,0,0,0,0,0,0,2,0
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;SP3-e08;uncultured,0,0,0,0,0,0,0,1,0
Bacteroidetes;Bacteroidia;Cytophagales;Spirosomaceae;Fibrella;Fibrella,0,0,0,0,0,0,0,1,0
Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;uncultured,0,0,0,0,0,0,0,1,0
Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Bragasellus,0,0,0,0,0,0,0,1,0
Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salinibacter;uncultured,0,0,0,0,0,0,0,1,0
CU466602.1.1028,0,0,0,0,0,0,0,8,0
CU466630.1.1029,0,0,0,0,0,0,0,1,0
Chloroflexi;Anaerolineae;SBR1031;A4b;uncultured,0,0,0,0,0,0,0,1,0
Chloroflexi;Ktedonobacteria;B12-WMSP1;uncultured,0,0,0,0,0,0,0,1,0
Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Anabaena,0,0,0,0,0,0,0,1,0
Cyanobacteria;Oxyphotobacteria;Phormidesmiales;Phormidesmiaceae;Acrophormium,0,0,0,0,0,0,0,1,0
EU883765.1.910,0,0,0,0,0,0,0,5,0
Epsilonbacteraeota;Campylobacteria;Nautiliales;Nautiliaceae;Caminibacter;Caminibacter,0,0,0,0,0,0,0,1,0
FJ586838.1.901,0,0,0,0,0,0,0,3,0
Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Xylanobacillus,0,0,0,0,0,0,0,5,0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Bhargavaea;Bhargavaea,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Bacillales;Planococcaceae;Chryseomicrobium;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;Salinicoccus,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcaceae,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;uncultured,0,0,0,0,0,0,0,2,0
Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;mouse,0,0,0,0,0,0,0,1,0
Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Christensenellaceae;uncultured;bioreactor,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Clostridium,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;Desulfitobacterium,0,0,0,0,0,0,0,2,0
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus;metagenome,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Terrisporobacter;metagenome,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;Harryflintia,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium;uncultured,0,0,0,0,0,0,0,2,1
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;terrestrial,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;uncultured,0,0,0,0,0,0,0,2,0
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pygmaiobacter;uncultured,0,0,0,0,0,0,0,1,0
Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;uncultured,0,0,0,0,0,0,0,2,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Breznakia;uncultured,0,0,0,0,0,0,0,2,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;metagenome,0,0,0,0,0,0,0,4,0
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;uncultured,0,0,0,0,0,0,0,1,1
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;unidentified,0,0,0,0,0,0,0,3,0
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megamonas;uncultured,0,0,0,0,0,0,0,12,0
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas,0,0,0,0,0,0,0,1,0
GQ906574.1.931,0,0,0,0,0,0,0,1,0
HE856628.1.1029,0,0,0,0,0,0,0,1,0
HE858592.1.1029,0,0,0,0,0,0,0,1,0
HM040979.1.927,0,0,0,0,0,0,0,4,0
JN098613.1.982,0,0,0,0,0,0,0,6,0
JN098637.1.1027,0,0,0,0,0,0,0,4,0
JQ245044.1.1052,0,0,0,0,0,0,0,3,0
JQ346750.1.1268,0,0,0,0,0,0,0,1,0
JQ595922.1.973,0,0,0,0,0,0,0,23,0
JQ595923.1.973,0,0,0,0,0,0,0,6,0
LWMU01000100.86.1560,0,0,0,0,0,0,0,1,0
Patescibacteria;Parcubacteria;32-520;uncultured,0,0,0,0,0,0,0,9,0
Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured,0,0,0,0,0,0,0,1,0
Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;uncultured;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria,0,0,0,0,0,0,0,7,0
Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae;Labrys;metagenome,0,0,0,0,0,0,0,1,0
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Phyllobacterium;uncultured,0,0,0,0,0,0,0,3,0
Proteobacteria;Alphaproteobacteria;Rickettsiales;S25-593;marine,0,0,0,0,0,0,0,1,0
Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;marine,0,0,0,0,0,0,0,2,0
Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB4;uncultured,0,0,0,0,0,0,0,2,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrionaceae,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas,0,0,0,0,0,0,0,4,0
Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Succinivibrio;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter;Marinobacter,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Herbaspirillum;Herbaspirillum,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Noviherbaspirillum;uncultured,0,0,0,0,0,0,0,1,2
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella;Enterobacteriaceae,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella;Pantoea,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Dickeya;uncultured,0,0,0,0,0,0,0,4,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Leclercia,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Lelliottia,0,0,0,0,0,0,0,5,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Pantoea,0,0,0,0,0,0,0,5,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Raoultella,0,0,0,0,0,0,0,3,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;bacterium,0,0,0,0,0,0,0,6,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;Klebsiella,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Enterobacter,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kluyvera;Enterobacter,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Kluyvera;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Lelliottia;Enterobacter,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Enterobacteriaceae,0,0,0,0,0,0,0,6,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;uncultured,0,0,0,0,0,0,0,2,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Plesiomonas;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pragia;Pragia,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;Enterobacteriaceae,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;Klebsiella,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;Raoultella,0,0,0,0,0,0,0,2,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Raoultella;bacterium,0,0,0,0,0,0,0,24,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Rosenbergiella;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;bacterium,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;uncultured;Enterobacteriaceae,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;uncultured;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;uncultured;uncultured,0,0,0,0,0,0,0,1,0
Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Lysobacter,0,0,0,0,0,0,0,2,0
Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;Synergistes,0,0,0,0,0,0,0,3,0
Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma,0,0,0,0,0,0,0,1,0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma,0,0,0,0,0,0,0,5,1
U55233.1.1343,0,0,0,0,0,0,0,3,0
U55234.1.1341,0,0,0,0,0,0,0,1,0
Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;bacterium,0,0,0,0,0,0,0,0,2
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;Asaccharobacter,0,0,0,0,0,0,0,0,1
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Asaccharobacter;Asaccharobacter,0,0,0,0,0,0,0,0,1
Actinobacteria;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter;Denitrobacterium,0,0,0,0,0,0,0,0,1
Actinobacteria;Micrococcales;Dermatophilaceae;uncultured;uncultured,0,0,0,0,0,0,0,0,1
Actinobacteria;Propionibacteriales;Propionibacteriaceae;uncultured;uncultured,0,0,0,0,0,0,0,0,1
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;M2PB4-61,0,0,0,0,0,0,0,0,1
Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus,0,0,0,0,0,0,0,0,1
Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;uncultured,0,0,0,0,0,0,0,0,1
Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;Luteibaculum;uncultured,0,0,0,0,0,0,0,0,1
Bacteroidetes;Bacteroidia;Flavobacteriales;NS9,0,0,0,0,0,0,0,0,2
Cyanobacteria;Melainabacteria;Gastranaerophilales;Candidatus,0,0,0,0,0,0,0,0,1
Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Abiotrophia,0,0,0,0,0,0,0,0,1
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;UC5-1-2E3;uncultured,0,0,0,0,0,0,0,0,3
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma;cf.,0,0,0,0,0,0,0,0,1
GU820393.1.1200,0,0,0,0,0,0,0,0,1
Patescibacteria;Parcubacteria;Candidatus,0,0,0,0,0,0,0,0,1
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Alcaligenes;Alcaligenes,0,0,0,0,0,0,0,0,1
